row_type,route,canonical_route,calculator_key,cluster_id,source_files,source_role,in_public_navigation,in_cluster_navigation,in_route_ownership,in_sitemap,has_generated_html,generated_file,duplicate_group,duplicate_status,missing_generated_html,notes
route_inventory,/calculators/percentage-calculators/percentage-of-a-number-calculator/,/percentage-calculators/percentage-of-a-number-calculator/,percentage-calculators/percentage-of-a-number-calculator,,public/calculators/percentage-calculators/percentage-of-a-number-calculator/index.html,,false,false,false,false,true,public/calculators/percentage-calculators/percentage-of-a-number-calculator/index.html,/percentage-calculators/percentage-of-a-number-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/percentage-calculators/reverse-percentage-calculator/,/percentage-calculators/reverse-percentage-calculator/,percentage-calculators/reverse-percentage-calculator,,public/calculators/percentage-calculators/reverse-percentage-calculator/index.html,,false,false,false,false,true,public/calculators/percentage-calculators/reverse-percentage-calculator/index.html,/percentage-calculators/reverse-percentage-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/pricing-calculators/commission-calculator/,/pricing-calculators/commission-calculator/,pricing-calculators/commission-calculator,,public/calculators/pricing-calculators/commission-calculator/index.html,,false,false,false,false,true,public/calculators/pricing-calculators/commission-calculator/index.html,/pricing-calculators/commission-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/pricing-calculators/discount-calculator/,/pricing-calculators/discount-calculator/,pricing-calculators/discount-calculator,,public/calculators/pricing-calculators/discount-calculator/index.html,,false,false,false,false,true,public/calculators/pricing-calculators/discount-calculator/index.html,/pricing-calculators/discount-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/pricing-calculators/margin-calculator/,/pricing-calculators/margin-calculator/,pricing-calculators/margin-calculator,,public/calculators/pricing-calculators/margin-calculator/index.html,,false,false,false,false,true,public/calculators/pricing-calculators/margin-calculator/index.html,/pricing-calculators/margin-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/pricing-calculators/markup-calculator/,/pricing-calculators/markup-calculator/,pricing-calculators/markup-calculator,,public/calculators/pricing-calculators/markup-calculator/index.html,,false,false,false,false,true,public/calculators/pricing-calculators/markup-calculator/index.html,/pricing-calculators/markup-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/annual-to-monthly-salary-calculator/,/salary-calculators/annual-to-monthly-salary-calculator/,salary-calculators/annual-to-monthly,,public/calculators/salary-calculators/annual-to-monthly-salary-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/annual-to-monthly-salary-calculator/index.html,/salary-calculators/annual-to-monthly-salary-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/bonus-calculator/,/salary-calculators/bonus-calculator/,salary-calculators/bonus,,public/calculators/salary-calculators/bonus-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/bonus-calculator/index.html,/salary-calculators/bonus-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/commission-calculator/,/salary-calculators/commission-calculator/,salary-calculators/commission,,public/calculators/salary-calculators/commission-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/commission-calculator/index.html,/salary-calculators/commission-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/hourly-to-salary-calculator/,/salary-calculators/hourly-to-salary-calculator/,salary-calculators/hourly-to-salary,,public/calculators/salary-calculators/hourly-to-salary-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/hourly-to-salary-calculator/index.html,/salary-calculators/hourly-to-salary-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/inflation-adjusted-salary-calculator/,/salary-calculators/inflation-adjusted-salary-calculator/,salary-calculators/inflation-adjusted-salary,,public/calculators/salary-calculators/inflation-adjusted-salary-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/inflation-adjusted-salary-calculator/index.html,/salary-calculators/inflation-adjusted-salary-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/monthly-to-annual-salary-calculator/,/salary-calculators/monthly-to-annual-salary-calculator/,salary-calculators/monthly-to-annual,,public/calculators/salary-calculators/monthly-to-annual-salary-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/monthly-to-annual-salary-calculator/index.html,/salary-calculators/monthly-to-annual-salary-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/overtime-pay-calculator/,/salary-calculators/overtime-pay-calculator/,salary-calculators/overtime-pay,,public/calculators/salary-calculators/overtime-pay-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/overtime-pay-calculator/index.html,/salary-calculators/overtime-pay-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/raise-calculator/,/salary-calculators/raise-calculator/,salary-calculators/raise,,public/calculators/salary-calculators/raise-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/raise-calculator/index.html,/salary-calculators/raise-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/salary-calculator/,/salary-calculators/salary-calculator/,salary-calculators/salary-calculator,,public/calculators/salary-calculators/salary-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/salary-calculator/index.html,/salary-calculators/salary-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/salary-to-hourly-calculator/,/salary-calculators/salary-to-hourly-calculator/,salary-calculators/salary-to-hourly,,public/calculators/salary-calculators/salary-to-hourly-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/salary-to-hourly-calculator/index.html,/salary-calculators/salary-to-hourly-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/salary-calculators/weekly-pay-calculator/,/salary-calculators/weekly-pay-calculator/,salary-calculators/weekly-pay,,public/calculators/salary-calculators/weekly-pay-calculator/index.html,,false,false,false,false,true,public/calculators/salary-calculators/weekly-pay-calculator/index.html,/salary-calculators/weekly-pay-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/age-calculator/,/time-and-date/age-calculator/,time-and-date/age,,public/calculators/time-and-date/age-calculator/index.html,,false,false,false,false,true,public/calculators/time-and-date/age-calculator/index.html,/time-and-date/age-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/birthday-day-of-week/,/time-and-date/birthday-day-of-week/,time-and-date/birthday-dow,,public/calculators/time-and-date/birthday-day-of-week/index.html,,false,false,false,false,true,public/calculators/time-and-date/birthday-day-of-week/index.html,/time-and-date/birthday-day-of-week/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/countdown-timer/,/time-and-date/countdown-timer/,time-and-date/countdown-timer,,public/calculators/time-and-date/countdown-timer/index.html,,false,false,false,false,true,public/calculators/time-and-date/countdown-timer/index.html,/time-and-date/countdown-timer/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/days-until-a-date-calculator/,/time-and-date/days-until-a-date-calculator/,time-and-date/days-until,,public/calculators/time-and-date/days-until-a-date-calculator/index.html,,false,false,false,false,true,public/calculators/time-and-date/days-until-a-date-calculator/index.html,/time-and-date/days-until-a-date-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/energy-based-nap-selector/,/time-and-date/energy-based-nap-selector/,time-and-date/energy-nap,,public/calculators/time-and-date/energy-based-nap-selector/index.html,,false,false,false,false,true,public/calculators/time-and-date/energy-based-nap-selector/index.html,/time-and-date/energy-based-nap-selector/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/nap-time-calculator/,/time-and-date/nap-time-calculator/,time-and-date/nap-time,,public/calculators/time-and-date/nap-time-calculator/index.html,,false,false,false,false,true,public/calculators/time-and-date/nap-time-calculator/index.html,/time-and-date/nap-time-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/overtime-hours-calculator/,/time-and-date/overtime-hours-calculator/,time-and-date/overtime-hours,,public/calculators/time-and-date/overtime-hours-calculator/index.html,,false,false,false,false,true,public/calculators/time-and-date/overtime-hours-calculator/index.html,/time-and-date/overtime-hours-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/power-nap-calculator/,/time-and-date/power-nap-calculator/,time-and-date/power-nap,,public/calculators/time-and-date/power-nap-calculator/index.html,,false,false,false,false,true,public/calculators/time-and-date/power-nap-calculator/index.html,/time-and-date/power-nap-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/sleep-time-calculator/,/time-and-date/sleep-time-calculator/,time-and-date/sleep-time,,public/calculators/time-and-date/sleep-time-calculator/index.html,,false,false,false,false,true,public/calculators/time-and-date/sleep-time-calculator/index.html,/time-and-date/sleep-time-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/time-between-two-dates-calculator/,/time-and-date/time-between-two-dates-calculator/,time-and-date/date-diff,,public/calculators/time-and-date/time-between-two-dates-calculator/index.html,,false,false,false,false,true,public/calculators/time-and-date/time-between-two-dates-calculator/index.html,/time-and-date/time-between-two-dates-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/wake-up-time-calculator/,/time-and-date/wake-up-time-calculator/,time-and-date/wake-up,,public/calculators/time-and-date/wake-up-time-calculator/index.html,,false,false,false,false,true,public/calculators/time-and-date/wake-up-time-calculator/index.html,/time-and-date/wake-up-time-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/calculators/time-and-date/work-hours-calculator/,/time-and-date/work-hours-calculator/,time-and-date/work-hours,,public/calculators/time-and-date/work-hours-calculator/index.html,,false,false,false,false,true,public/calculators/time-and-date/work-hours-calculator/index.html,/time-and-date/work-hours-calculator/,shadow-route,false,Legacy or shadow calculator route under /calculators/
route_inventory,/car-loan-calculators/auto-loan-calculator/,/car-loan-calculators/auto-loan-calculator/,multiple-car-loan|car-loan-calculators/auto-loan-calculator,auto-loans,config/clusters/route-ownership.json; public/car-loan-calculators/auto-loan-calculator/index.html; public/config/navigation.json; public/sitemap.xml,,true,false,true,true,true,public/car-loan-calculators/auto-loan-calculator/index.html,/car-loan-calculators/auto-loan-calculator/,canonical,false,
route_inventory,/car-loan-calculators/car-lease-calculator/,/car-loan-calculators/car-lease-calculator/,leasing-calculator|car-loan-calculators/car-lease-calculator,auto-loans,config/clusters/route-ownership.json; public/car-loan-calculators/car-lease-calculator/index.html; public/config/navigation.json; public/sitemap.xml,,true,false,true,true,true,public/car-loan-calculators/car-lease-calculator/index.html,/car-loan-calculators/car-lease-calculator/,canonical,false,
route_inventory,/car-loan-calculators/car-loan-calculator/,/car-loan-calculators/car-loan-calculator/,car-loan|car-loan-calculators/car-loan-calculator,auto-loans,config/clusters/route-ownership.json; public/car-loan-calculators/car-loan-calculator/index.html; public/config/navigation.json; public/sitemap.xml,,true,false,true,true,true,public/car-loan-calculators/car-loan-calculator/index.html,/car-loan-calculators/car-loan-calculator/,canonical,false,
route_inventory,/car-loan-calculators/hire-purchase-calculator/,/car-loan-calculators/hire-purchase-calculator/,hire-purchase|car-loan-calculators/hire-purchase-calculator,auto-loans,config/clusters/route-ownership.json; public/car-loan-calculators/hire-purchase-calculator/index.html; public/config/navigation.json; public/sitemap.xml,,true,false,true,true,true,public/car-loan-calculators/hire-purchase-calculator/index.html,/car-loan-calculators/hire-purchase-calculator/,canonical,false,
route_inventory,/car-loan-calculators/pcp-calculator/,/car-loan-calculators/pcp-calculator/,pcp-calculator|car-loan-calculators/pcp-calculator,auto-loans,config/clusters/route-ownership.json; public/car-loan-calculators/pcp-calculator/index.html; public/config/navigation.json; public/sitemap.xml,,true,false,true,true,true,public/car-loan-calculators/pcp-calculator/index.html,/car-loan-calculators/pcp-calculator/,canonical,false,
route_inventory,/contact-us/,/contact-us/,contact-us,,public/contact-us/index.html; public/sitemap.xml,,false,false,false,true,true,public/contact-us/index.html,,unique,false,
route_inventory,/credit-card-calculators/balance-transfer-credit-card-calculator/,/credit-card-calculators/balance-transfer-credit-card-calculator/,balance-transfer-installment-plan|credit-card-calculators/balance-transfer-credit-card-calculator,,public/config/navigation.json; public/credit-card-calculators/balance-transfer-credit-card-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/credit-card-calculators/balance-transfer-credit-card-calculator/index.html,/credit-card-calculators/balance-transfer-credit-card-calculator/,canonical,false,
route_inventory,/credit-card-calculators/credit-card-consolidation-calculator/,/credit-card-calculators/credit-card-consolidation-calculator/,credit-card-consolidation|credit-card-calculators/credit-card-consolidation-calculator,,public/config/navigation.json; public/credit-card-calculators/credit-card-consolidation-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/credit-card-calculators/credit-card-consolidation-calculator/index.html,/credit-card-calculators/credit-card-consolidation-calculator/,canonical,false,
route_inventory,/credit-card-calculators/credit-card-minimum-payment-calculator/,/credit-card-calculators/credit-card-minimum-payment-calculator/,credit-card-minimum-payment|credit-card-calculators/credit-card-minimum-payment-calculator,,public/config/navigation.json; public/credit-card-calculators/credit-card-minimum-payment-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/credit-card-calculators/credit-card-minimum-payment-calculator/index.html,/credit-card-calculators/credit-card-minimum-payment-calculator/,canonical,false,
route_inventory,/credit-card-calculators/credit-card-payment-calculator/,/credit-card-calculators/credit-card-payment-calculator/,credit-card-repayment-payoff|credit-card-calculators/credit-card-payment-calculator,,public/config/navigation.json; public/credit-card-calculators/credit-card-payment-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/credit-card-calculators/credit-card-payment-calculator/index.html,/credit-card-calculators/credit-card-payment-calculator/,canonical,false,
route_inventory,/faq/,/faq/,faq,,public/faq/index.html; public/sitemap.xml,,false,false,false,true,true,public/faq/index.html,,unique,false,
route_inventory,/finance-calculators/compound-interest-calculator/,/finance-calculators/compound-interest-calculator/,compound-interest|finance-calculators/compound-interest-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/compound-interest-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/compound-interest-calculator/index.html,/finance-calculators/compound-interest-calculator/,canonical,false,
route_inventory,/finance-calculators/effective-annual-rate-calculator/,/finance-calculators/effective-annual-rate-calculator/,effective-annual-rate|finance-calculators/effective-annual-rate-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/effective-annual-rate-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/effective-annual-rate-calculator/index.html,/finance-calculators/effective-annual-rate-calculator/,canonical,false,
route_inventory,/finance-calculators/future-value-calculator/,/finance-calculators/future-value-calculator/,future-value|finance-calculators/future-value-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/future-value-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/future-value-calculator/index.html,/finance-calculators/future-value-calculator/,canonical,false,
route_inventory,/finance-calculators/future-value-of-annuity-calculator/,/finance-calculators/future-value-of-annuity-calculator/,future-value-of-annuity|finance-calculators/future-value-of-annuity-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/future-value-of-annuity-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/future-value-of-annuity-calculator/index.html,/finance-calculators/future-value-of-annuity-calculator/,canonical,false,
route_inventory,/finance-calculators/inflation-calculator/,/finance-calculators/inflation-calculator/,inflation|finance-calculators/inflation-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/inflation-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/inflation-calculator/index.html,/finance-calculators/inflation-calculator/,canonical,false,
route_inventory,/finance-calculators/investment-calculator/,/finance-calculators/investment-calculator/,investment|finance-calculators/investment-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/investment-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/investment-calculator/index.html,/finance-calculators/investment-calculator/,canonical,false,
route_inventory,/finance-calculators/investment-growth-calculator/,/finance-calculators/investment-growth-calculator/,investment-growth|finance-calculators/investment-growth-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/investment-growth-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/investment-growth-calculator/index.html,/finance-calculators/investment-growth-calculator/,canonical,false,
route_inventory,/finance-calculators/investment-return-calculator/,/finance-calculators/investment-return-calculator/,investment-return|finance-calculators/investment-return-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/investment-return-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/investment-return-calculator/index.html,/finance-calculators/investment-return-calculator/,canonical,false,
route_inventory,/finance-calculators/monthly-savings-needed-calculator/,/finance-calculators/monthly-savings-needed-calculator/,monthly-savings-needed|finance-calculators/monthly-savings-needed-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/monthly-savings-needed-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/monthly-savings-needed-calculator/index.html,/finance-calculators/monthly-savings-needed-calculator/,canonical,false,
route_inventory,/finance-calculators/present-value-calculator/,/finance-calculators/present-value-calculator/,present-value|finance-calculators/present-value-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/present-value-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/present-value-calculator/index.html,/finance-calculators/present-value-calculator/,canonical,false,
route_inventory,/finance-calculators/present-value-of-annuity-calculator/,/finance-calculators/present-value-of-annuity-calculator/,present-value-of-annuity|finance-calculators/present-value-of-annuity-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/present-value-of-annuity-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/present-value-of-annuity-calculator/index.html,/finance-calculators/present-value-of-annuity-calculator/,canonical,false,
route_inventory,/finance-calculators/simple-interest-calculator/,/finance-calculators/simple-interest-calculator/,simple-interest|finance-calculators/simple-interest-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/simple-interest-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/simple-interest-calculator/index.html,/finance-calculators/simple-interest-calculator/,canonical,false,
route_inventory,/finance-calculators/time-to-savings-goal-calculator/,/finance-calculators/time-to-savings-goal-calculator/,time-to-savings-goal|finance-calculators/time-to-savings-goal-calculator,finance,config/clusters/route-ownership.json; public/config/navigation.json; public/finance-calculators/time-to-savings-goal-calculator/index.html; public/sitemap.xml,,true,false,true,true,true,public/finance-calculators/time-to-savings-goal-calculator/index.html,/finance-calculators/time-to-savings-goal-calculator/,canonical,false,
route_inventory,/homepage-sample/,/homepage-sample/,homepage-sample,,public/homepage-sample/index.html,,false,false,false,false,true,public/homepage-sample/index.html,,unique,false,Generated HTML not listed in sitemap
route_inventory,/loan-calculators/buy-to-let-mortgage-calculator/,/loan-calculators/buy-to-let-mortgage-calculator/,buy-to-let|loan-calculators/buy-to-let-mortgage-calculator,,public/config/navigation.json; public/loan-calculators/buy-to-let-mortgage-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/loan-calculators/buy-to-let-mortgage-calculator/index.html,/loan-calculators/buy-to-let-mortgage-calculator/,canonical,false,
route_inventory,/loan-calculators/how-much-can-i-borrow/,/loan-calculators/how-much-can-i-borrow/,how-much-can-i-borrow|loan-calculators/how-much-can-i-borrow,,public/config/navigation.json; public/loan-calculators/how-much-can-i-borrow/index.html; public/sitemap.xml,,true,false,false,true,true,public/loan-calculators/how-much-can-i-borrow/index.html,/loan-calculators/how-much-can-i-borrow/,canonical,false,
route_inventory,/loan-calculators/interest-rate-change-calculator/,/loan-calculators/interest-rate-change-calculator/,interest-rate-change-calculator|loan-calculators/interest-rate-change-calculator,,public/config/navigation.json; public/loan-calculators/interest-rate-change-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/loan-calculators/interest-rate-change-calculator/index.html,/loan-calculators/interest-rate-change-calculator/,canonical,false,
route_inventory,/loan-calculators/ltv-calculator/,/loan-calculators/ltv-calculator/,loan-to-value|loan-calculators/ltv-calculator,,public/config/navigation.json; public/loan-calculators/ltv-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/loan-calculators/ltv-calculator/index.html,/loan-calculators/ltv-calculator/,canonical,false,
route_inventory,/loan-calculators/mortgage-calculator/,/loan-calculators/mortgage-calculator/,home-loan|loan-calculators/mortgage-calculator,,public/config/navigation.json; public/loan-calculators/mortgage-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/loan-calculators/mortgage-calculator/index.html,/loan-calculators/mortgage-calculator/,canonical,false,
route_inventory,/loan-calculators/offset-mortgage-calculator/,/loan-calculators/offset-mortgage-calculator/,offset-calculator|loan-calculators/offset-mortgage-calculator,,public/config/navigation.json; public/loan-calculators/offset-mortgage-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/loan-calculators/offset-mortgage-calculator/index.html,/loan-calculators/offset-mortgage-calculator/,canonical,false,
route_inventory,/loan-calculators/personal-loan-calculator/,/loan-calculators/personal-loan-calculator/,personal-loan|loan-calculators/personal-loan-calculator,,public/config/navigation.json; public/loan-calculators/personal-loan-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/loan-calculators/personal-loan-calculator/index.html,/loan-calculators/personal-loan-calculator/,canonical,false,
route_inventory,/loan-calculators/remortgage-calculator/,/loan-calculators/remortgage-calculator/,remortgage-switching|loan-calculators/remortgage-calculator,,public/config/navigation.json; public/loan-calculators/remortgage-calculator/index.html; public/sitemap.xml,,true,false,false,true,true,public/loan-calculators/remortgage-calculator/index.html,/loan-calculators/remortgage-calculator/,canonical,false,
route_inventory,/math/algebra/factoring/,/math/algebra/factoring/,factoring|math/algebra/factoring,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/algebra/factoring/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/algebra/factoring/index.html,/math/algebra/factoring/,canonical,false,
route_inventory,/math/algebra/polynomial-operations/,/math/algebra/polynomial-operations/,polynomial-operations|math/algebra/polynomial-operations,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/algebra/polynomial-operations/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/algebra/polynomial-operations/index.html,/math/algebra/polynomial-operations/,canonical,false,
route_inventory,/math/algebra/quadratic-equation/,/math/algebra/quadratic-equation/,quadratic-equation|math/algebra/quadratic-equation,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/algebra/quadratic-equation/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/algebra/quadratic-equation/index.html,/math/algebra/quadratic-equation/,canonical,false,
route_inventory,/math/algebra/slope-distance/,/math/algebra/slope-distance/,slope-distance|math/algebra/slope-distance,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/algebra/slope-distance/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/algebra/slope-distance/index.html,/math/algebra/slope-distance/,canonical,false,
route_inventory,/math/algebra/system-of-equations/,/math/algebra/system-of-equations/,system-of-equations|math/algebra/system-of-equations,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/algebra/system-of-equations/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/algebra/system-of-equations/index.html,/math/algebra/system-of-equations/,canonical,false,
route_inventory,/math/basic/,/math/basic/,basic|math/basic,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/basic/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/basic/index.html,/math/basic/,canonical,false,
route_inventory,/math/calculus/critical-points/,/math/calculus/critical-points/,critical-points|math/calculus/critical-points,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/critical-points/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/critical-points/index.html,/math/calculus/critical-points/,canonical,false,
route_inventory,/math/calculus/derivative/,/math/calculus/derivative/,derivative|math/calculus/derivative,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/derivative/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/derivative/index.html,/math/calculus/derivative/,canonical,false,
route_inventory,/math/calculus/integral/,/math/calculus/integral/,integral|math/calculus/integral,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/integral/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/integral/index.html,/math/calculus/integral/,canonical,false,
route_inventory,/math/calculus/limit/,/math/calculus/limit/,limit|math/calculus/limit,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/limit/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/limit/index.html,/math/calculus/limit/,canonical,false,
route_inventory,/math/calculus/series-convergence/,/math/calculus/series-convergence/,series-convergence|math/calculus/series-convergence,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/series-convergence/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/series-convergence/index.html,/math/calculus/series-convergence/,canonical,false,
route_inventory,/math/confidence-interval/,/math/confidence-interval/,confidence-interval|math/confidence-interval,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/confidence-interval/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/confidence-interval/index.html,/math/confidence-interval/,canonical,false,
route_inventory,/math/fraction-calculator/,/math/fraction-calculator/,fraction-calculator|math/fraction-calculator,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/fraction-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/fraction-calculator/index.html,/math/fraction-calculator/,canonical,false,
route_inventory,/math/log/common-log/,/math/log/common-log/,common-log|math/log/common-log,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/log/common-log/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/log/common-log/index.html,/math/log/common-log/,canonical,false,
route_inventory,/math/log/exponential-equations/,/math/log/exponential-equations/,exponential-equations|math/log/exponential-equations,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/log/exponential-equations/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/log/exponential-equations/index.html,/math/log/exponential-equations/,canonical,false,
route_inventory,/math/log/log-properties/,/math/log/log-properties/,log-properties|math/log/log-properties,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/log/log-properties/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/log/log-properties/index.html,/math/log/log-properties/,canonical,false,
route_inventory,/math/log/log-scale/,/math/log/log-scale/,log-scale|math/log/log-scale,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/log/log-scale/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/log/log-scale/index.html,/math/log/log-scale/,canonical,false,
